State,countyFIPS,County Name,population,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020
TX,48027,Bell County,362924,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,3,16,18,19,20,25,28,28,36,44,46,51,51,58,58,68,71,71,74,84,91,101,101,107,110,115,124,126,126,126,135,145,153,161,165,165,165,173,180,189,189,193,194,194,210,210,213,218,220,220,220,223,231,237,242,248,248,248,260,267,282,294,298,298,298,298,329,335,345,356,362,378,391,411,423,432,446,446,446,473,507,530,574,605,629,629,651,672,722,769,818,822,822,875,925,1009,1077,1128,1128,1128,1187,1315,1394,1480,1523,1523,1523,1626,1734,1852,1992,2083,2083,2083,2243,2396,2481,2567,2640,2640,2640,2788,2875,2931,2990,2990,2990,3078,3142,3231,3375,3467
TX,48029,Bexar County,2003554,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,6,12,22,24,57,69,84,113,120,140,157,168,207,229,254,342,384,410,456,492,554,615,665,723,772,794,794,890,918,959,959,1015,1015,1029,1080,1126,1167,1195,1231,1254,1275,1307,1326,1374,1477,1585,1613,1652,1677,1761,1805,1835,1901,1901,1920,1942,1976,2041,2120,2120,2120,2192,2278,2322,2371,2392,2418,2442,2449,2480,2525,2583,2636,2825,2830,2839,2882,2953,3018,3143,3290,3311,3333,3513,3648,3840,4012,4242,4393,4437,4876,5142,5550,5962,6344,6882,7156,7467,7814,8452,8857,9652,10147,10797,12065,12504,12878,14212,14553,14751,15102,15880,16725,17458,17458,17458,17458,17458,17458,27047,27525,28633,30835,31316,32896,33555,34633,34932,35690,36083,36438,37984,38930,40253,40803
TX,48031,Blanco County,11931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,14,14,14,22,24,26,26,26,26,26,27,27,27,29,31,31,31,31,31,49,49,49,49,49,49,49,57,67,68,68,73,76,76,76,78,80,85,85,85,91,92,93,96
TX,48033,Borden County,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,48035,Bosque County,18685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,13,13,14,15,16,16,16,18,18,33,36,37,41,41,41,41,43,46,56,56,64,75,76,83,95,96,103,103,103,108,111,112,121
TX,48037,Bowie County,93245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,3,4,9,9,9,10,14,14,14,17,20,23,29,30,32,32,32,37,45,53,56,57,57,64,66,66,67,67,68,68,69,69,70,74,76,76,76,76,76,76,76,76,76,76,80,82,120,122,130,133,133,137,147,147,147,147,147,147,147,156,189,191,197,265,267,270,287,296,301,312,336,336,351,358,363,367,370,372,372,377,381,384,394,398,400,400,404,406,413,415,418,418,427,427,438,439,444,449,458,461,462,467,471,484,496,504,517,533,536,558,567,596,610,626,630,649,661,677,679,679,681,690,693,693,693
TX,48039,Brazoria County,374264,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,4,12,18,18,19,39,39,61,61,79,95,109,123,123,136,144,167,173,184,199,216,225,237,250,250,259,272,285,302,315,315,333,345,382,392,417,445,449,464,476,485,509,537,542,551,566,570,588,613,644,656,661,673,686,710,712,721,727,767,786,795,805,816,825,835,838,843,853,861,882,894,907,917,929,941,957,967,990,990,1003,1012,1032,1032,1055,1055,1173,1206,1495,1525,1558,1609,1669,1728,1762,1814,1838,1913,1986,2064,2161,2217,2269,2336,2438,2516,2626,2715,2829,2925,3036,3146,3272,3358,3458,3550,3834,3988,4190,4359,4545,4675,4767,4896,5068,5177,5277,5299,5443,5573,5896,6032,6218,6384
TX,48041,Brazos County,229211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,12,21,28,30,36,40,44,46,53,68,68,72,75,94,97,97,108,114,140,140,140,143,149,151,158,164,169,170,170,173,177,177,181,181,182,182,188,193,197,202,208,208,209,219,232,243,256,265,271,278,287,301,305,312,318,325,333,341,362,373,383,436,438,441,444,455,463,470,477,483,487,501,517,532,565,605,626,634,665,684,710,721,781,803,821,880,1025,1095,1163,1225,1244,1260,1305,1377,1493,1615,1720,1822,1943,2005,2127,2228,2331,2401,2484,2532,2626,2704,2804,2901,2961,3006,3066,3120,3200,3253,3313,3373,3397,3407,3442,3522,3571,3635,3688,3724,3747,3781,3813,3850
TX,48043,Brewster County,9203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,11,13,18,22,24,24,24,39,45,61,76,85,85,85,85,130,136,142,143,143,143,143,146,147,148,150,150,150,150,153,159,160,160,161,161,161,162,162,164,164,176,176,176,177,177,180,180
TX,48045,Briscoe County,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,7,7,7,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,11,11,11,11
TX,48047,Brooks County,7093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,6,6,9,9,10,11,18,29,35,37,41,41,41,45,53,53,55,56,56,56,57,57,58,65,76,77,79,80,81,84
TX,48049,Brown County,37864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,3,3,3,3,3,4,4,5,6,6,6,8,8,10,10,10,11,11,12,12,12,13,13,13,13,13,17,17,17,28,34,34,36,36,36,36,36,38,38,38,38,38,38,38,38,51,51,51,51,51,51,51,55,55,55,56,56,56,57,57,57,58,58,58,58,59,59,59,59,59,59,59,60,60,60,60,60,60,60,61,61,61,62,62,62,62,65,65,66,68,68,68,68,73,77,85,87,99,99,99,99,117,156,156,171,171,171,237,240,248,269,273,273,273,289,299,303,311,311,311,311,331,343,348,351
TX,48051,Burleson County,18443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,5,5,5,6,6,6,6,6,8,8,8,8,8,8,9,10,11,11,11,11,11,12,12,12,13,14,14,14,14,14,14,15,15,15,15,16,16,17,17,18,18,18,20,20,20,22,22,22,22,22,22,23,24,24,24,25,25,26,28,29,32,32,32,35,39,39,40,41,41,41,45,48,53,53,54,55,60,67,67,68,69,70,74,76,76,83,84,86,87,87,93,93,120,131,134,148,151,152,154,156,160,182,182,184,196,197,201,212,217,217,217,219,226,228,228,229
TX,48053,Burnet County,48155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,4,4,4,4,4,5,5,5,6,6,6,6,6,7,7,8,8,8,9,13,13,14,14,14,14,15,15,16,19,19,19,19,23,24,24,24,25,26,26,26,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,30,32,35,36,37,38,39,45,49,49,51,54,54,55,55,56,56,61,62,62,62,66,75,79,80,80,89,97,100,100,115,116,117,129,129,135,141,143,145,145,181,181,203,215,217,230,238,239,256,278,287,320,320,328,331,345,361,379,387,395,397,507,524,533,536,539
TX,48055,Caldwell County,43664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,4,5,5,5,6,6,6,6,6,6,7,7,7,7,8,8,8,10,10,10,11,11,11,11,14,14,20,20,21,23,24,25,25,26,27,30,31,33,33,35,36,36,36,39,39,41,49,50,50,50,51,52,57,63,64,65,66,67,73,73,74,76,77,77,79,81,85,87,95,147,147,157,170,190,197,208,216,226,275,286,286,297,303,307,332,336,346,377,383,437,437,449,449,539,580,604,645,652,667,710,749,772,820,820,835,841,870,904,941,965,993,997,999,1043,1053,1056,1064
TX,48057,Calhoun County,21290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,7,8,8,8,11,12,12,12,13,14,14,15,15,19,19,19,21,21,21,21,21,22,23,23,26,26,29,30,30,30,30,31,32,33,34,34,34,36,36,36,36,36,36,36,36,36,36,36,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,38,39,39,41,42,45,46,46,46,46,46,46,46,52,55,55,55,56,58,69,69,72,72,72,74,90,94,96,97,97,97,110,113,126,143,153,154,154,164,177,183,190,212,217,217,258,277,322,373,393,393,393,432,439,453,453
TX,48059,Callahan County,13943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5,6,6,6,6,6,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,12,12,13,13,13,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,17,17,18,19,19,19,24,25,25,26,27,27,27,28,28,30,31,32,32,32,36,37,37,38,38,38,38,38,38,38,40
TX,48061,Cameron County,423163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,6,7,10,13,20,20,26,37,37,55,62,77,87,101,108,118,147,159,195,195,216,239,254,270,279,298,298,310,310,321,333,354,366,366,376,387,401,412,421,432,432,443,454,469,483,494,512,512,527,544,569,582,582,619,619,635,649,664,664,686,698,698,698,711,731,743,754,764,764,776,799,820,841,863,892,892,919,951,990,1031,1081,1138,1138,1178,1236,1301,1371,1454,1546,1546,1647,1758,1881,1972,2085,2183,2183,2296,2399,2510,2611,2692,2779,2779,2880,2997,3120,3246,3496,3854,3854,4175,4590,4905,5240,5565,5891,5891,6213,6520,6854,7162,7827,7827,7827,8201,8777,9424,10155
TX,48063,Camp County,13094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,3,3,3,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,11,13,16,21,21,24,26,29,32,39,41,42,44,51,58,74,81,82,83,84,84,84,85,87,91,92,92,95,95,98,98,105,106,108,109,109,109,109,110,110,110,110,113,113,116,117,117,117,117,118,120,122,123,123,123,126,128,130,130,131,137,142,144,144,152,162,163,164,167,170,175,176,177,184,188,189,191,197,199,211
TX,48065,Carson County,5926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,13,13
TX,48067,Cass County,30026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,10,10,10,10,10,10,12,12,13,13,13,13,13,14,15,15,15,16,17,17,17,17,17,17,17,17,17,18,19,19,20,21,21,21,21,21,21,21,23,25,29,29,29,29,29,30,30,30,30,31,31,31,32,32,33,34,34,34,34,34,35,36,36,36,36,36,36,36,37,37,37,37,38,38,41,44,44,46,48,49,50,52,52,52,52,58,62,70,72,75,80,84,88,90,92,96,99,105,134,135,136,140,141,143,149
TX,48069,Castro County,7530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,8,8,8,8,8,8,9,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,12,13,13,13,13,13,13,13,13,15,15,15,18,18,20,22,22,22,23,23,23,24,25,26,26,27,27,28,28,29,31,32,32,32,32,32,32,32,33,33,33,33,33,34,34,35,35,35,36,37,37,39,42,42,42,48,48,50,51,51,51,58,63,65,70,73,74,74,74,75,87,93,97,99,99,99,107,107,110,112,120,120,120,121,130,135,138,142,142,145,146,146,146,147,147,147,147,160,161,163,167
TX,48071,Chambers County,43837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,3,5,8,9,9,11,11,11,11,17,19,22,24,24,29,29,29,31,33,34,35,35,35,35,36,39,41,41,41,41,41,41,41,42,43,44,45,45,45,47,47,48,49,50,50,50,50,52,52,53,53,55,58,58,58,58,59,61,61,62,62,65,67,68,68,68,69,70,73,76,76,79,83,86,88,98,104,106,109,116,128,130,138,149,156,156,175,181,191,198,250,272,272,288,308,334,352,352,352,352,454,454,469,548,555,590,590,590,618,635,655,698,698,698,735,756,777,794,812,812,812,832,850,870,870
TX,48073,Cherokee County,52646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,12,12,12,12,14,14,14,16,17,17,17,18,18,18,18,18,18,18,23,27,27,31,34,34,34,36,38,38,41,42,42,42,42,44,44,44,44,44,44,46,47,49,50,52,52,52,54,54,54,54,54,54,54,61,61,65,67,67,67,67,77,82,87,93,105,105,130,147,147,172,188,212,212,212,250,270,286,331,357,364,364,364,417,439,467,489,489,516,516,583,583,610,638,647,655,665,717,746,760
TX,48075,Childress County,7306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,14,14,16,20,20,20,27,28,33,33
TX,48077,Clay County,10471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,7,8,8,9,9,9,9,9,13,13,14,16,16,16,19,19,19,19,19,19,19,19,20,21,24,25,25,25,26,32,32,33
TX,48079,Cochran County,2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,6,6,6,6,6,8,8,8,9,9,9,9,9,10,10,11,11,11,14,18,20,21
TX,48081,Coke County,3387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,9,9,9,9,10,14,17,18,32,32,32,35,35,37,37
TX,48083,Coleman County,8175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,7,7,7,7,7,7,8,8,9,9,9,9,9,11,11
TX,48085,Collin County,1034730,0,0,0,0,0,0,0,0,3,3,3,3,5,5,6,6,6,6,7,12,13,21,45,53,66,88,118,128,134,160,160,207,227,256,268,287,306,343,378,378,425,441,453,472,472,494,505,521,521,527,527,544,570,584,609,639,654,663,676,692,710,724,766,784,789,804,828,839,857,887,901,918,939,963,978,993,1008,1016,1028,1047,1073,1090,1118,1132,1136,1151,1157,1189,1217,1236,1278,1297,1312,1312,1346,1388,1430,1447,1447,1447,1528,1546,1553,1560,1638,1647,1667,1787,1866,1967,2026,2064,2189,2223,2250,2359,2449,2486,2532,2671,2763,2882,2997,3114,3199,3321,3409,3521,3707,3825,3948,4108,4308,4459,4533,4685,4800,4934,5079,5154,5291,5374,5456,5614,5682,5682,5682,5762,5789,5938,6147,6177,6253
TX,48087,Collingsworth County,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7
TX,48089,Colorado County,21493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,6,6,6,7,7,7,7,7,7,7,8,8,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,13,16,16,16,16,18,18,18,18,18,18,19,19,19,19,19,19,20,20,21,22,22,22,22,22,23,23,24,24,24,24,24,26,27,28,31,33,33,34,36,41,44,46,55,55,55,55,58,66,71,82,87,87,87,93,95,100,104,104,108,109,111,143,152,161,167,170,179,182,181,184,189,193,197,215,216,219,221,225,225,233,237,237,238,238
TX,48091,Comal County,156209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,7,9,9,9,9,11,11,15,18,21,21,22,27,29,29,34,37,37,37,38,39,43,43,43,43,43,43,45,47,48,48,48,48,49,52,54,55,58,58,58,58,59,61,65,65,65,65,65,68,68,68,70,70,70,71,72,78,81,82,82,82,82,83,87,90,94,94,99,100,108,111,113,117,117,117,121,134,137,141,151,159,159,159,197,207,219,240,280,280,280,332,374,395,435,470,470,470,525,599,635,690,690,690,750,750,825,866,952,977,977,1017,1077,1117,1197,1300,1300,1300,1380,1406,1415,1460,1539,1539,1539,1602,1602,1635,1662
TX,48093,Comanche County,13635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,9,9,9,9,9,9,9,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,18,19,21,21,21,21,21,25,25,26,26,26,26,32,34,34,35,44,44,44,50,51,69,70,82,82,82,88,102,106,107
TX,48095,Concho County,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,5,7,7,7,9,9,9,9,11,11,11,11,11,13,13,13,13,15,15,15,17,17,17,17,17,19,20,20,22,22,22,22,23,23,23,24
TX,48097,Cooke County,41257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,7,7,7,8,8,9,9,11,11,11,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,16,18,19,20,20,20,20,20,20,23,23,23,23,23,24,26,27,27,27,27,27,30,30,30,30,35,35,35,43,43,43,60,61,61,61,68,75,83,86,87,87,87,98,100,107,120,120,120,120,153,156,166,169,172,172,172,182,189,189,197
TX,48099,Coryell County,75951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,4,5,8,11,12,17,18,34,34,34,34,60,70,71,75,75,75,84,86,86,103,104,105,105,105,105,155,158,160,162,162,180,190,201,205,207,208,208,211,217,220,221,224,224,224,225,225,226,226,226,226,226,227,227,227,230,231,281,282,285,289,289,289,289,289,289,296,296,296,299,299,300,300,300,303,304,305,305,310,315,321,321,321,326,326,327,330,331,331,335,336,336,336,336,336,353,356,374,398,401,404,416,418,422,426,426,436,436,445,472,490,518,525,553,569,575,585,589,603
TX,48101,Cottle County,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,6,6,6,7,7,7,9,9,11,14
TX,48103,Crane County,4797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,7,22,22,22,22,22,23,23,23,25,25,25,26,27,27,27,28,31,32,32,32,32,32,39,39,45,45,46,46,47,47,48,49,50,50,50,50,54,57,57,58,60,60,60,61,62,62,63,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,66,66,70,70
