State,countyFIPS,County Name,population,2/5/2020,2/19/2020,3/4/2020,3/18/2020,4/1/2020,4/15/2020,4/29/2020,5/13/2020,5/27/2020,6/10/2020,6/24/2020,7/8/2020,7/22/2020,8/5/2020,8/19/2020,9/2/2020,9/16/2020,9/30/2020,10/14/2020,10/28/2020
TX,48089,Colorado County,21493,0.0,0.0,0.0,0.0,2.0,5.0,3.0,8.0,3.0,6.0,31.0,53.0,105.0,41.0,113.0,78.0,15.0,21.0,10.0,8.0
TX,48091,Comal County,156209,0.0,0.0,0.0,0.0,11.0,28.0,13.0,16.0,15.0,51.0,198.0,418.0,656.0,314.0,480.0,182.0,177.0,185.0,49.0,79.0
TX,48093,Comanche County,13635,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,3.0,2.0,11.0,26.0,70.0,61.0,36.0,36.0,55.0,26.0,33.0
TX,48095,Concho County,2726,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,6.0,9.0,23.0,8.0,68.0,4.0,5.0
TX,48097,Cooke County,41257,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,0.0,7.0,10.0,45.0,81.0,50.0,76.0,49.0,56.0,73.0,33.0,68.0
TX,48099,Coryell County,75951,0.0,0.0,0.0,0.0,1.0,59.0,45.0,112.0,10.0,69.0,25.0,32.0,119.0,164.0,103.0,693.0,345.0,54.0,83.0,58.0
TX,48101,Cottle County,1398,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,0.0,7.0,4.0,4.0,7.0
TX,48103,Crane County,4797,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,9.0,17.0,14.0,3.0,5.0,0.0,1.0,0.0,1.0,1.0,4.0
TX,48105,Crockett County,3464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,102.0,37.0,2.0,5.0,2.0,0.0,2.0,0.0
TX,48107,Crosby County,5737,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,9.0,17.0,7.0,21.0,14.0,9.0,2.0,5.0,7.0,21.0
TX,48109,Culberson County,2171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,9.0,3.0,6.0,13.0,12.0,8.0,22.0,24.0
TX,48111,Dallam County,7287,0.0,0.0,0.0,0.0,0.0,2.0,8.0,7.0,5.0,10.0,43.0,29.0,54.0,25.0,16.0,11.0,13.0,34.0,50.0,64.0
TX,48113,Dallas County,2635516,0.0,0.0,0.0,15.0,716.0,1255.0,1254.0,3119.0,2829.0,3457.0,5099.0,10387.0,14895.0,9105.0,13934.0,6187.0,3586.0,6323.0,5220.0,6977.0
TX,48115,Dawson County,12728,0.0,0.0,0.0,0.0,3.0,5.0,13.0,11.0,8.0,5.0,0.0,25.0,42.0,25.0,40.0,51.0,88.0,117.0,233.0,185.0
TX,48117,Deaf Smith County,18546,0.0,0.0,0.0,0.0,2.0,9.0,15.0,66.0,66.0,32.0,72.0,121.0,103.0,143.0,125.0,54.0,40.0,52.0,60.0,80.0
TX,48119,Delta County,5331,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,4.0,1.0,0.0,6.0,5.0,4.0,3.0
TX,48121,Denton County,887207,0.0,0.0,0.0,11.0,220.0,316.0,191.0,230.0,287.0,304.0,743.0,1157.0,1857.0,1811.0,1457.0,1655.0,986.0,923.0,899.0,1500.0
TX,48123,DeWitt County,20160,0.0,0.0,0.0,0.0,4.0,6.0,5.0,2.0,0.0,7.0,18.0,68.0,332.0,199.0,122.0,87.0,95.0,51.0,57.0,33.0
TX,48125,Dickens County,2211,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,34.0,9.0,2.0,1.0,0.0
TX,48127,Dimmit County,10124,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,15.0,43.0,77.0,30.0,15.0,8.0,66.0,15.0,20.0
TX,48129,Donley County,3278,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,1.0,1.0,0.0,1.0,9.0,8.0,4.0,6.0,4.0,7.0,12.0,8.0
TX,48131,Duval County,11157,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,60.0,42.0,52.0,50.0,120.0,81.0,36.0,18.0,23.0
TX,48133,Eastland County,18360,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,21.0,29.0,35.0,19.0,39.0,27.0,32.0,38.0
TX,48135,Ector County,166223,0.0,0.0,0.0,0.0,11.0,35.0,32.0,22.0,52.0,62.0,182.0,550.0,697.0,724.0,254.0,231.0,138.0,172.0,212.0,439.0
TX,48137,Edwards County,1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,7.0,5.0,4.0,0.0,32.0,0.0,6.0
TX,48139,Ellis County,184826,0.0,0.0,0.0,0.0,20.0,56.0,67.0,78.0,69.0,128.0,266.0,667.0,778.0,562.0,736.0,401.0,308.0,315.0,187.0,330.0
TX,48141,El Paso County,839238,0.0,0.0,0.0,3.0,47.0,296.0,511.0,556.0,1048.0,1121.0,1227.0,3226.0,4262.0,3130.0,3487.0,1697.0,1215.0,2620.0,5441.0,13538.0
TX,48143,Erath County,42698,0.0,0.0,0.0,0.0,2.0,10.0,0.0,2.0,2.0,13.0,40.0,117.0,128.0,175.0,113.0,102.0,83.0,96.0,53.0,100.0
